Identifier,Monthly Reporting Period,Channel,Seller Name,Servicer Name,Master Servicer,Original Interest Rate,Current Interest Rate,Spread,Original UPB,UPB at Issuance,Current Actual UPB,Original Loan Term,Origination Date,First Payment Date,Loan Age,Remaining Months to Legal Maturity,Remaining Months To Maturity,Maturity Date,Original LTV,Oringal CLTV,Number of Borrowers,Debt-To-Income,Borrower Credit Score at Origination,Co-Borrower Credit Score at Origination,First Time Home Buyer Indicator,Loan Purpose,Property Type,Number of Units,Occupancy Status,Property State,MSA_code,Zip Code Short,Mortgage Insurance Percentage,Amortization Type,Prepayment Penalty Indicator,Interest Only Loan Indicator,Interest Only First Principal And Interest Payment Date,Months to Amortization,Current Loan Delinquency Status,Loan Payment History,Modification Flag,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100023000000,62015,R,Other,Other,,5.375,5.375,0,55000,,44625.79,240,82009,102009,69,171,171,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,72015,R,Other,Other,,5.375,5.375,0,55000,,44450.68,240,82009,102009,70,170,170,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,82015,R,Other,Other,,5.375,5.375,0,55000,,44274.78,240,82009,102009,71,169,169,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,92015,R,Other,Other,,5.375,5.375,0,55000,,44098.09,240,82009,102009,72,168,168,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,102015,R,Other,Other,,5.375,5.375,0,55000,,43920.61,240,82009,102009,73,167,167,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,112015,R,Other,Other,,5.375,5.375,0,55000,,43742.34,240,82009,102009,74,166,166,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,122015,R,Other,Other,,5.375,5.375,0,55000,,43563.27,240,82009,102009,75,165,165,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,12016,R,Other,Other,,5.375,5.375,0,55000,,43383.4,240,82009,102009,76,164,164,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,22016,R,Other,Other,,5.375,5.375,0,55000,,43202.72,240,82009,102009,77,163,163,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,32016,R,Other,Other,,5.375,5.375,0,55000,,43021.23,240,82009,102009,78,162,162,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,42016,R,Other,Other,,5.375,5.375,0,55000,,42838.93,240,82009,102009,79,161,161,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,52016,R,Other,Other,,5.375,5.375,0,55000,,42655.81,240,82009,102009,80,160,160,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,62016,R,Other,Other,,5.375,5.375,0,55000,,42471.87,240,82009,102009,81,159,159,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,72016,R,Other,Other,,5.375,5.375,0,55000,,42287.11,240,82009,102009,82,158,158,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,82016,R,Other,Other,,5.375,5.375,0,55000,,42101.52,240,82009,102009,83,157,157,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,92016,R,Other,Other,,5.375,5.375,0,55000,,41915.1,240,82009,102009,84,156,156,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,102016,R,Other,Other,,5.375,5.375,0,55000,,41727.84,240,82009,102009,85,155,155,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,112016,R,Other,Other,,5.375,5.375,0,55000,,41539.75,240,82009,102009,86,154,154,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,122016,R,Other,Other,,5.375,5.375,0,55000,,41350.81,240,82009,102009,87,153,153,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,12017,R,Other,Other,,5.375,5.375,0,55000,,41161.03,240,82009,102009,88,152,152,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,22017,R,Other,Other,,5.375,5.375,0,55000,,40970.4,240,82009,102009,89,151,151,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,32017,R,Other,Other,,5.375,5.375,0,55000,,40778.91,240,82009,102009,90,150,150,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,42017,R,Other,Other,,5.375,5.375,0,55000,,40586.57,240,82009,102009,91,149,149,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,52017,R,Other,Other,,5.375,5.375,0,55000,,40393.36,240,82009,102009,92,148,148,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,62017,R,Other,Other,,5.375,5.375,0,55000,,40199.29,240,82009,102009,93,147,147,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,72017,R,Other,Other,,5.375,5.375,0,55000,,40004.35,240,82009,102009,94,146,146,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,82017,R,Other,Other,,5.375,5.375,0,55000,,39808.54,240,82009,102009,95,145,145,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,92017,R,Other,Other,,5.375,5.375,0,55000,,39611.85,240,82009,102009,96,144,144,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,102017,R,Other,Other,,5.375,5.375,0,55000,,39414.28,240,82009,102009,97,143,143,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,112017,R,Other,Other,,5.375,5.375,0,55000,,39215.82,240,82009,102009,98,142,142,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,122017,R,Other,Other,,5.375,5.375,0,55000,,39016.47,240,82009,102009,99,141,141,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,12018,R,Other,Other,,5.375,5.375,0,55000,,38816.23,240,82009,102009,100,140,140,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,22018,R,Other,Other,,5.375,5.375,0,55000,,38615.09,240,82009,102009,101,139,139,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,32018,R,Other,Other,,5.375,5.375,0,55000,,38413.05,240,82009,102009,102,138,138,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,42018,R,Other,Other,,5.375,5.375,0,55000,,38210.11,240,82009,102009,103,137,137,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,52018,R,Other,Other,,5.375,5.375,0,55000,,38006.26,240,82009,102009,104,136,136,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,62018,R,Other,Other,,5.375,5.375,0,55000,,37801.5,240,82009,102009,105,135,135,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,72018,R,Other,Other,,5.375,5.375,0,55000,,37595.82,240,82009,102009,106,134,134,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,82018,R,Other,Other,,5.375,5.375,0,55000,,37389.22,240,82009,102009,107,133,133,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,92018,R,Other,Other,,5.375,5.375,0,55000,,37181.69,240,82009,102009,108,132,132,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,102018,R,Other,Other,,5.375,5.375,0,55000,,36973.23,240,82009,102009,109,131,131,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,112018,R,Other,Other,,5.375,5.375,0,55000,,36763.84,240,82009,102009,110,130,130,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,122018,R,Other,Other,,5.375,5.375,0,55000,,36553.51,240,82009,102009,111,129,129,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,12019,R,Other,Other,,5.375,5.375,0,55000,,36342.24,240,82009,102009,112,128,128,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,22019,R,Other,Other,,5.375,5.375,0,55000,,36130.02,240,82009,102009,113,127,127,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,32019,R,Other,Other,,5.375,5.375,0,55000,,35916.85,240,82009,102009,114,126,126,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,42019,R,Other,Other,,5.375,5.375,0,55000,,35702.73,240,82009,102009,115,125,125,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,52019,R,Other,Other,,5.375,5.375,0,55000,,35488.18,240,82009,102009,116,124,124,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,62019,R,Other,Other,,5.375,5.375,0,55000,,35272.67,240,82009,102009,117,123,123,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,72019,R,Other,Other,,5.375,5.375,0,55000,,35056.19,240,82009,102009,118,122,122,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,82019,R,Other,Other,,5.375,5.375,0,55000,,34838.21,240,82009,102009,119,121,121,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,92019,R,Other,Other,,5.375,5.375,0,55000,,34619.26,240,82009,102009,120,120,120,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,102019,R,Other,Other,,5.375,5.375,0,55000,,34399.33,240,82009,102009,121,119,119,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,112019,R,Other,Other,,5.375,5.375,0,55000,,34178.41,240,82009,102009,122,118,118,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,122019,R,Other,Other,,5.375,5.375,0,55000,,33956.5,240,82009,102009,123,117,117,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,12020,R,Other,Other,,5.375,5.375,0,55000,,33733.6,240,82009,102009,124,116,116,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,22020,R,Other,Other,,5.375,5.375,0,55000,,33509.7,240,82009,102009,125,115,115,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,32020,R,Other,Other,,5.375,5.375,0,55000,,33284.8,240,82009,102009,126,114,114,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,,N,,,
100023000000,42020,R,Other,Other,,5.375,5.375,0,55000,,33058.89,240,82009,102009,127,113,113,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,0,N,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,7,N,,,7
100023000000,52020,R,Other,Other,,5.375,5.375,0,55000,,32831.97,240,82009,102009,128,112,112,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,0,N,,,,,,,226.92,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,7,N,,,7
100023000000,62020,R,Other,Other,,5.375,5.375,0,55000,,32604.03,240,82009,102009,129,111,111,92029,55,55,1,36,714,,N,C,SF,1,P,OH,17140,452,,FRM,N,N,,,0,0,N,,,,,,,227.94,,,,,,,,,,,,,,,,,,,,,,,,,N,,,,,,,N,,,,,,N,,,,,,,,,,,,,,,7,N,,,7
100039000000,82009,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,92009,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,102009,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,112009,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,122009,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,12010,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,22010,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,32010,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,42010,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,52010,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,62010,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,72010,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,82010,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,92010,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,102010,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,112010,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,122010,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,12011,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,22011,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,32011,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,42011,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,52011,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,62011,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,72011,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,82011,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,92011,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100039000000,102011,R,Wells Fargo Bank,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
